country,company,bucket,filing_count
ALL,"IPR Licensing, Inc.",2015-04-01,1
ALL,"IPR Licensing, Inc.",2015-07-01,1
ALL,"IPR Licensing, Inc.",2015-10-01,1
ALL,"IPR Licensing, Inc.",2015-11-01,1
ALL,"IPR Licensing, Inc.",2016-01-01,1
ALL,"IPR Licensing, Inc.",2016-03-01,1
ALL,"IPR Licensing, Inc.",2016-05-01,1
ALL,"IPR Licensing, Inc.",2016-06-01,1
ALL,"IPR Licensing, Inc.",2016-07-01,1
ALL,"IPR Licensing, Inc.",2016-08-01,3
ALL,"IPR Licensing, Inc.",2016-11-01,2
ALL,"IPR Licensing, Inc.",2017-01-01,1
ALL,"IPR Licensing, Inc.",2017-03-01,1
ALL,"IPR Licensing, Inc.",2018-03-01,1
ALL,IRT,1989-06-01,1
ALL,IRT,1990-02-01,1
ALL,IRT,1990-05-01,64
ALL,IRT,1990-06-01,5
ALL,IRT,1992-12-01,1
ALL,IRT,1993-12-01,1
ALL,IRT,1994-03-01,2
ALL,IRT,1995-02-01,1
ALL,IRT,1995-06-01,3
ALL,IRT,1996-03-01,1
ALL,IRT,1998-12-01,4
ALL,IRT,2000-06-01,1
ALL,IRT,2001-07-01,1
ALL,IRT,2002-05-01,1
ALL,IRT,2003-12-01,1
ALL,IRT,2004-12-01,1
ALL,ITRAN Communications Ltd,2000-10-01,1
ALL,ITRAN Communications Ltd,2001-10-01,3
ALL,Industrial Technology Research Institute,1998-07-01,1
ALL,Industrial Technology Research Institute,1999-01-01,1
ALL,Industrial Technology Research Institute,1999-03-01,1
ALL,Industrial Technology Research Institute,2002-02-01,1
ALL,Industrial Technology Research Institute,2002-07-01,1
ALL,Industrial Technology Research Institute,2003-07-01,1
ALL,Industrial Technology Research Institute,2003-08-01,1
ALL,Industrial Technology Research Institute,2004-01-01,1
ALL,Industrial Technology Research Institute,2004-02-01,2
ALL,Industrial Technology Research Institute,2004-05-01,1
ALL,Industrial Technology Research Institute,2004-07-01,1
ALL,Industrial Technology Research Institute,2004-09-01,1
ALL,Industrial Technology Research Institute,2004-10-01,3
ALL,Industrial Technology Research Institute,2004-11-01,1
ALL,Industrial Technology Research Institute,2005-04-01,1
ALL,Industrial Technology Research Institute,2005-07-01,2
ALL,Industrial Technology Research Institute,2006-02-01,1
ALL,Industrial Technology Research Institute,2006-04-01,1
ALL,Industrial Technology Research Institute,2006-09-01,1
ALL,Industrial Technology Research Institute,2006-10-01,2
ALL,Industrial Technology Research Institute,2007-01-01,1
ALL,Industrial Technology Research Institute,2007-02-01,1
ALL,Industrial Technology Research Institute,2007-04-01,2
ALL,Industrial Technology Research Institute,2007-05-01,2
ALL,Industrial Technology Research Institute,2007-06-01,1
ALL,Industrial Technology Research Institute,2007-07-01,3
ALL,Industrial Technology Research Institute,2007-08-01,3
ALL,Industrial Technology Research Institute,2007-09-01,10
ALL,Industrial Technology Research Institute,2007-10-01,9
ALL,Industrial Technology Research Institute,2007-11-01,1
ALL,Industrial Technology Research Institute,2007-12-01,2
ALL,Industrial Technology Research Institute,2008-01-01,7
ALL,Industrial Technology Research Institute,2008-02-01,7
ALL,Industrial Technology Research Institute,2008-05-01,1
ALL,Industrial Technology Research Institute,2008-06-01,3
ALL,Industrial Technology Research Institute,2008-07-01,16
ALL,Industrial Technology Research Institute,2008-08-01,2
ALL,Industrial Technology Research Institute,2008-09-01,16
ALL,Industrial Technology Research Institute,2008-10-01,6
ALL,Industrial Technology Research Institute,2008-11-01,1
ALL,Industrial Technology Research Institute,2008-12-01,8
ALL,Industrial Technology Research Institute,2009-01-01,1
ALL,Industrial Technology Research Institute,2009-03-01,4
ALL,Industrial Technology Research Institute,2009-04-01,8
ALL,Industrial Technology Research Institute,2009-05-01,22
ALL,Industrial Technology Research Institute,2009-06-01,7
ALL,Industrial Technology Research Institute,2009-07-01,10
ALL,Industrial Technology Research Institute,2009-08-01,4
ALL,Industrial Technology Research Institute,2009-09-01,10
ALL,Industrial Technology Research Institute,2009-10-01,6
ALL,Industrial Technology Research Institute,2010-04-01,2
ALL,Industrial Technology Research Institute,2010-05-01,2
ALL,Industrial Technology Research Institute,2010-06-01,6
ALL,Industrial Technology Research Institute,2010-07-01,1
ALL,Industrial Technology Research Institute,2010-08-01,5
ALL,Industrial Technology Research Institute,2010-09-01,3
ALL,Industrial Technology Research Institute,2010-10-01,2
ALL,Industrial Technology Research Institute,2010-11-01,3
ALL,Industrial Technology Research Institute,2010-12-01,6
ALL,Industrial Technology Research Institute,2011-01-01,2
ALL,Industrial Technology Research Institute,2011-02-01,1
ALL,Industrial Technology Research Institute,2011-04-01,2
ALL,Industrial Technology Research Institute,2011-05-01,7
ALL,Industrial Technology Research Institute,2011-06-01,2
ALL,Industrial Technology Research Institute,2011-08-01,4
ALL,Industrial Technology Research Institute,2011-09-01,5
ALL,Industrial Technology Research Institute,2011-11-01,1
ALL,Industrial Technology Research Institute,2012-01-01,3
ALL,Industrial Technology Research Institute,2012-03-01,2
ALL,Industrial Technology Research Institute,2012-04-01,1
ALL,Industrial Technology Research Institute,2012-05-01,1
ALL,Industrial Technology Research Institute,2012-07-01,5
ALL,Industrial Technology Research Institute,2012-08-01,22
ALL,Industrial Technology Research Institute,2012-09-01,4
ALL,Industrial Technology Research Institute,2012-10-01,1
ALL,Industrial Technology Research Institute,2012-11-01,6
ALL,Industrial Technology Research Institute,2012-12-01,2
ALL,Industrial Technology Research Institute,2013-05-01,5
ALL,Industrial Technology Research Institute,2013-06-01,1
ALL,Industrial Technology Research Institute,2013-11-01,3
ALL,Industrial Technology Research Institute,2013-12-01,1
ALL,Industrial Technology Research Institute,2014-01-01,9
ALL,Industrial Technology Research Institute,2014-02-01,3
ALL,Industrial Technology Research Institute,2014-03-01,2
ALL,Industrial Technology Research Institute,2014-06-01,1
ALL,Industrial Technology Research Institute,2014-07-01,2
ALL,Industrial Technology Research Institute,2014-10-01,3
ALL,Industrial Technology Research Institute,2014-11-01,2
ALL,Industrial Technology Research Institute,2014-12-01,12
ALL,Industrial Technology Research Institute,2015-01-01,4
ALL,Industrial Technology Research Institute,2015-06-01,4
ALL,Industrial Technology Research Institute,2015-10-01,9
ALL,Industrial Technology Research Institute,2015-11-01,9
ALL,Industrial Technology Research Institute,2015-12-01,19
ALL,Industrial Technology Research Institute,2016-01-01,1
ALL,Industrial Technology Research Institute,2016-02-01,3
ALL,Industrial Technology Research Institute,2016-03-01,7
ALL,Industrial Technology Research Institute,2016-04-01,1
ALL,Industrial Technology Research Institute,2016-05-01,1
ALL,Industrial Technology Research Institute,2016-08-01,13
ALL,Industrial Technology Research Institute,2016-09-01,3
ALL,Industrial Technology Research Institute,2016-11-01,1
ALL,Industrial Technology Research Institute,2016-12-01,9
ALL,Industrial Technology Research Institute,2017-03-01,3
ALL,Industrial Technology Research Institute,2017-04-01,1
ALL,Industrial Technology Research Institute,2017-05-01,1
ALL,Industrial Technology Research Institute,2017-06-01,3
ALL,Industrial Technology Research Institute,2017-07-01,10
ALL,Industrial Technology Research Institute,2017-08-01,1
ALL,Industrial Technology Research Institute,2017-10-01,2
ALL,Industrial Technology Research Institute,2017-11-01,1
ALL,Industrial Technology Research Institute,2017-12-01,4
ALL,Industrial Technology Research Institute,2018-01-01,1
ALL,Industrial Technology Research Institute,2018-02-01,1
ALL,Industrial Technology Research Institute,2018-03-01,2
ALL,Industrial Technology Research Institute,2018-06-01,1
ALL,Industrial Technology Research Institute,2018-12-01,4
ALL,Industrial Technology Research Institute,2019-04-01,1
ALL,Industrial Technology Research Institute,2019-06-01,3
ALL,Industrial Technology Research Institute,2019-07-01,3
ALL,Industrial Technology Research Institute,2019-08-01,4
ALL,Industrial Technology Research Institute,2019-10-01,1
ALL,Industrial Technology Research Institute,2019-12-01,3
ALL,Industrial Technology Research Institute,2020-07-01,1
ALL,Industrial Technology Research Institute,2020-08-01,10
ALL,Industrial Technology Research Institute,2021-08-01,3
ALL,Industrial Technology Research Institute,2021-09-01,1
ALL,Industrial Technology Research Institute,2021-10-01,2
ALL,Infineon Technologies,2001-08-01,2
ALL,Infineon Technologies,2002-01-01,1
ALL,Infineon Technologies,2002-07-01,7
ALL,Infineon Technologies,2002-08-01,2
ALL,Infineon Technologies,2002-12-01,5
ALL,Infineon Technologies,2004-04-01,1
ALL,Infineon Technologies,2004-06-01,1
ALL,Infineon Technologies,2004-08-01,2
ALL,Infineon Technologies,2004-09-01,2
ALL,Infineon Technologies,2005-04-01,2
ALL,Infineon Technologies,2005-05-01,1
ALL,Infineon Technologies,2005-06-01,2
ALL,Infineon Technologies,2005-07-01,11
ALL,Infineon Technologies,2005-08-01,2
ALL,Infineon Technologies,2005-09-01,8
ALL,Infineon Technologies,2006-06-01,1
ALL,Infineon Technologies,2006-08-01,5
ALL,Infineon Technologies,2006-09-01,1
ALL,Infineon Technologies,2007-03-01,1
ALL,Infineon Technologies,2007-09-01,9
ALL,Infineon Technologies,2008-11-01,1
ALL,Infineon Technologies,2010-08-01,1
ALL,Infineon Technologies,2011-05-01,1
ALL,Infineon Technologies,2013-01-01,1
ALL,Infineon Technologies,2015-02-01,1
ALL,Infineon Technologies,2015-11-01,1
ALL,Infineon Technologies,2016-03-01,1
ALL,Infineon Technologies Flash,2003-02-01,1
ALL,Infineon Technologies Flash,2004-02-01,8
ALL,Inmarsat,1994-02-01,1
ALL,Inmarsat,1994-07-01,10
ALL,Inmarsat,1995-03-01,4
ALL,Inmarsat,1996-03-01,12
ALL,Inmarsat,1996-12-01,2
ALL,Inmarsat,1997-09-01,1
ALL,Inmarsat,1997-12-01,25
ALL,Inmarsat,1998-03-01,2
ALL,Inmarsat,1999-02-01,1
ALL,Inmarsat,1999-03-01,11
ALL,Inmarsat,1999-06-01,2
ALL,Inmarsat,1999-08-01,1
ALL,Inmarsat,1999-11-01,33
ALL,Inmarsat,2000-08-01,1
ALL,Inmarsat,2001-01-01,1
ALL,Inmarsat,2001-05-01,1
ALL,Inmarsat,2002-01-01,17
ALL,Inmarsat,2002-02-01,6
ALL,Inmarsat,2002-05-01,1
ALL,Inmarsat,2002-08-01,1
ALL,Inmarsat,2003-01-01,7
ALL,Inmarsat,2003-03-01,1
ALL,Inmarsat,2003-07-01,1
ALL,Inmarsat,2003-10-01,2
ALL,Inmarsat,2004-01-01,1
ALL,Inmarsat,2004-03-01,2
ALL,Inmarsat,2004-05-01,2
ALL,Inmarsat,2004-08-01,1
ALL,Inmarsat,2005-04-01,1
ALL,Inmarsat,2005-07-01,1
ALL,Inmarsat,2006-08-01,1
ALL,Inmarsat,2006-09-01,1
ALL,Inmarsat,2007-05-01,1
ALL,Inmarsat,2007-08-01,1
ALL,Inmarsat,2008-12-01,2
ALL,Innovative Sonic Corporation,2010-03-01,7
ALL,Innovative Sonic Corporation,2010-04-01,1
ALL,Innovative Sonic Corporation,2010-05-01,13
ALL,Innovative Sonic Corporation,2010-06-01,27
ALL,Innovative Sonic Corporation,2010-07-01,11
ALL,Innovative Sonic Corporation,2010-08-01,14
ALL,Innovative Sonic Corporation,2010-09-01,5
ALL,Innovative Sonic Corporation,2010-10-01,2
ALL,Innovative Sonic Corporation,2010-11-01,5
ALL,Innovative Sonic Corporation,2010-12-01,3
ALL,Innovative Sonic Corporation,2011-01-01,8
ALL,Innovative Sonic Corporation,2011-04-01,7
ALL,Innovative Sonic Corporation,2011-05-01,11
ALL,Innovative Sonic Corporation,2011-09-01,11
ALL,Innovative Sonic Corporation,2011-10-01,7
ALL,Innovative Sonic Corporation,2011-11-01,3
ALL,Innovative Sonic Corporation,2011-12-01,12
ALL,Innovative Sonic Corporation,2012-03-01,10
ALL,Innovative Sonic Corporation,2012-04-01,1
ALL,Innovative Sonic Corporation,2012-05-01,13
ALL,Innovative Sonic Corporation,2012-09-01,2
ALL,Innovative Sonic Corporation,2012-11-01,9
ALL,Innovative Sonic Corporation,2013-03-01,1
ALL,Innovative Sonic Corporation,2013-04-01,2
ALL,Innovative Sonic Corporation,2013-07-01,4
ALL,Innovative Sonic Corporation,2013-09-01,8
ALL,Innovative Sonic Corporation,2013-10-01,4
ALL,Innovative Sonic Corporation,2013-11-01,6
ALL,Innovative Sonic Corporation,2013-12-01,8
ALL,Innovative Sonic Corporation,2014-01-01,18
ALL,Innovative Sonic Corporation,2014-02-01,4
ALL,Innovative Sonic Corporation,2014-03-01,20
ALL,Innovative Sonic Corporation,2014-04-01,7
ALL,Innovative Sonic Corporation,2014-06-01,4
ALL,Innovative Sonic Corporation,2014-07-01,5
ALL,Innovative Sonic Corporation,2014-08-01,6
ALL,Innovative Sonic Corporation,2014-09-01,10
ALL,Innovative Sonic Corporation,2014-10-01,10
ALL,Innovative Sonic Corporation,2014-11-01,1
ALL,Innovative Sonic Corporation,2014-12-01,2
ALL,Innovative Sonic Corporation,2015-02-01,2
ALL,Innovative Sonic Corporation,2015-03-01,7
ALL,Innovative Sonic Corporation,2015-04-01,5
ALL,Innovative Sonic Corporation,2015-05-01,1
ALL,Innovative Sonic Corporation,2015-09-01,8
ALL,Innovative Sonic Corporation,2016-02-01,2
ALL,Innovative Sonic Corporation,2016-03-01,1
ALL,Innovative Sonic Corporation,2016-08-01,1
ALL,Innovative Sonic Corporation,2016-12-01,1
ALL,Innovative Sonic Corporation,2017-02-01,1
ALL,Innovative Sonic Limited,2006-04-01,12
ALL,Innovative Sonic Limited,2006-05-01,1
ALL,Innovative Sonic Limited,2006-09-01,3
ALL,Innovative Sonic Limited,2007-03-01,7
ALL,Innovative Sonic Limited,2007-04-01,11
ALL,Innovative Sonic Limited,2007-10-01,7
ALL,Innovative Sonic Limited,2008-03-01,27
ALL,Innovative Sonic Limited,2008-05-01,10
ALL,Innovative Sonic Limited,2008-10-01,15
ALL,Innovative Sonic Limited,2008-12-01,18
ALL,Innovative Sonic Limited,2009-01-01,6
ALL,Innovative Sonic Limited,2009-03-01,14
ALL,Innovative Sonic Limited,2009-04-01,9
ALL,Innovative Sonic Limited,2009-05-01,8
ALL,Innovative Sonic Limited,2009-06-01,9
ALL,Innovative Sonic Limited,2009-07-01,1
ALL,Innovative Sonic Limited,2009-08-01,7
ALL,Innovative Sonic Limited,2009-09-01,6
ALL,Innovative Sonic Limited,2009-10-01,7
ALL,Innovative Sonic Limited,2009-11-01,1
ALL,Innovative Sonic Limited,2010-03-01,7
ALL,Innovative Sonic Limited,2010-04-01,1
ALL,Innovative Sonic Limited,2010-08-01,1
ALL,Innovative Sonic Limited,2010-12-01,1
ALL,Innovative Sonic Limited,2011-10-01,1
ALL,Innovative Sonic Limited,2012-01-01,1
ALL,Innovative Sonic Limited,2012-03-01,1
ALL,Innovative Sonic Limited,2012-04-01,1
ALL,Innovative Sonic Limited,2012-06-01,2
ALL,Innovative Sonic Limited,2012-07-01,1
ALL,Innovative Sonic Limited,2013-05-01,1
ALL,Innovative Sonic Ltd.,2001-02-01,1
ALL,Innovative Sonic Ltd.,2001-04-01,1
ALL,Innovative Sonic Ltd.,2001-07-01,2
ALL,Innovative Sonic Ltd.,2001-08-01,1
ALL,Innovative Sonic Ltd.,2001-11-01,2
ALL,Innovative Sonic Ltd.,2002-02-01,2
ALL,Innovative Sonic Ltd.,2002-04-01,1
ALL,Innovative Sonic Ltd.,2002-05-01,7
ALL,Innovative Sonic Ltd.,2002-06-01,3
ALL,Innovative Sonic Ltd.,2002-07-01,8
ALL,Innovative Sonic Ltd.,2002-08-01,7
ALL,Innovative Sonic Ltd.,2002-10-01,1
ALL,Innovative Sonic Ltd.,2002-11-01,5
ALL,Innovative Sonic Ltd.,2002-12-01,10
ALL,Innovative Sonic Ltd.,2003-01-01,17
ALL,Innovative Sonic Ltd.,2003-02-01,4
ALL,Innovative Sonic Ltd.,2003-03-01,42
ALL,Innovative Sonic Ltd.,2003-04-01,4
ALL,Innovative Sonic Ltd.,2003-05-01,18
ALL,Innovative Sonic Ltd.,2003-06-01,3
ALL,Innovative Sonic Ltd.,2003-07-01,7
ALL,Innovative Sonic Ltd.,2003-09-01,1
ALL,Innovative Sonic Ltd.,2003-11-01,1
ALL,Innovative Sonic Ltd.,2004-02-01,3
ALL,Innovative Sonic Ltd.,2004-05-01,1
ALL,Innovative Sonic Ltd.,2004-07-01,1
ALL,Innovative Sonic Ltd.,2004-08-01,13
ALL,Innovative Sonic Ltd.,2005-07-01,1
ALL,Innovative Sonic Ltd.,2005-08-01,20
ALL,Innovative Sonic Ltd.,2005-09-01,14
ALL,Innovative Sonic Ltd.,2005-10-01,4
ALL,Innovative Sonic Ltd.,2006-03-01,2
ALL,Innovative Sonic Ltd.,2006-04-01,31
ALL,Innovative Sonic Ltd.,2006-05-01,10
ALL,Innovative Sonic Ltd.,2006-09-01,27
ALL,Innovative Sonic Ltd.,2006-11-01,9
ALL,Innovative Sonic Ltd.,2007-03-01,17
ALL,Innovative Sonic Ltd.,2007-04-01,5
ALL,Innovative Sonic Ltd.,2007-05-01,12
ALL,Innovative Sonic Ltd.,2007-07-01,8
ALL,Innovative Sonic Ltd.,2007-08-01,9
ALL,Innovative Sonic Ltd.,2007-09-01,8
ALL,Innovative Sonic Ltd.,2007-10-01,13
ALL,Innovative Sonic Ltd.,2007-11-01,31
ALL,Innovative Sonic Ltd.,2007-12-01,13
ALL,Innovative Sonic Ltd.,2008-01-01,17
ALL,Innovative Sonic Ltd.,2008-02-01,24
ALL,Innovative Sonic Ltd.,2008-03-01,80
ALL,Innovative Sonic Ltd.,2008-04-01,22
ALL,Innovative Sonic Ltd.,2008-05-01,100
ALL,Innovative Sonic Ltd.,2008-06-01,13
ALL,Innovative Sonic Ltd.,2008-07-01,5
ALL,Innovative Sonic Ltd.,2008-08-01,15
ALL,Innovative Sonic Ltd.,2008-09-01,6
ALL,Innovative Sonic Ltd.,2008-10-01,12
ALL,Innovative Sonic Ltd.,2008-11-01,13
ALL,Innovative Sonic Ltd.,2008-12-01,38
ALL,Innovative Sonic Ltd.,2009-01-01,17
ALL,Innovative Sonic Ltd.,2009-02-01,9
ALL,Innovative Sonic Ltd.,2009-03-01,26
ALL,Innovative Sonic Ltd.,2009-04-01,25
ALL,Innovative Sonic Ltd.,2009-05-01,11
ALL,Innovative Sonic Ltd.,2009-06-01,13
ALL,Innovative Sonic Ltd.,2009-07-01,12
ALL,Innovative Sonic Ltd.,2009-08-01,22
ALL,Innovative Sonic Ltd.,2009-09-01,12
ALL,Innovative Sonic Ltd.,2009-10-01,13
ALL,Innovative Sonic Ltd.,2009-11-01,3
ALL,Innovative Sonic Ltd.,2009-12-01,16
ALL,Innovative Sonic Ltd.,2010-03-01,6
ALL,Innovative Sonic Ltd.,2010-04-01,1
ALL,Innovative Sonic Ltd.,2010-08-01,1
ALL,Innovative Sonic Ltd.,2010-12-01,1
ALL,Innovative Sonic Ltd.,2011-09-01,1
ALL,Innovative Sonic Ltd.,2011-10-01,3
ALL,Innovative Sonic Ltd.,2012-01-01,2
ALL,Innovative Sonic Ltd.,2012-03-01,1
ALL,Innovative Sonic Ltd.,2012-04-01,1
ALL,Innovative Sonic Ltd.,2012-06-01,3
ALL,Innovative Sonic Ltd.,2012-07-01,1
ALL,Innovative Sonic Ltd.,2012-10-01,1
ALL,Innovative Sonic Ltd.,2012-12-01,2
ALL,Innovative Sonic Ltd.,2013-05-01,1
ALL,"Innovative Technology Lab Co., Ltd",2013-09-01,3
ALL,"Innovative Technology Lab Co., Ltd",2013-10-01,1
ALL,"Innovative Technology Lab Co., Ltd",2013-11-01,9
ALL,"Innovative Technology Lab Co., Ltd",2013-12-01,7
ALL,"Innovative Technology Lab Co., Ltd",2014-01-01,8
ALL,"Innovative Technology Lab Co., Ltd",2014-03-01,10
ALL,"Innovative Technology Lab Co., Ltd",2014-05-01,8
ALL,"Innovative Technology Lab Co., Ltd",2014-08-01,16
ALL,"Innovative Technology Lab Co., Ltd",2014-09-01,5
ALL,"Innovative Technology Lab Co., Ltd",2014-10-01,4
ALL,"Innovative Technology Lab Co., Ltd",2014-11-01,4
ALL,"Innovative Technology Lab Co., Ltd",2015-01-01,9
ALL,"Innovative Technology Lab Co., Ltd",2015-03-01,12
ALL,"Innovative Technology Lab Co., Ltd",2015-04-01,3
ALL,"Innovative Technology Lab Co., Ltd",2015-05-01,17
ALL,"Innovative Technology Lab Co., Ltd",2015-08-01,29
ALL,"Innovative Technology Lab Co., Ltd",2015-09-01,2
ALL,"Innovative Technology Lab Co., Ltd",2015-10-01,1
ALL,"Innovative Technology Lab Co., Ltd",2015-11-01,10
ALL,"Innovative Technology Lab Co., Ltd",2015-12-01,2
ALL,"Innovative Technology Lab Co., Ltd",2016-01-01,1
ALL,"Innovative Technology Lab Co., Ltd",2016-02-01,3
ALL,"Innovative Technology Lab Co., Ltd",2016-03-01,4
ALL,"Innovative Technology Lab Co., Ltd",2016-04-01,10
ALL,"Innovative Technology Lab Co., Ltd",2016-05-01,2
ALL,"Innovative Technology Lab Co., Ltd",2016-06-01,1
ALL,"Innovative Technology Lab Co., Ltd",2016-07-01,1
ALL,"Innovative Technology Lab Co., Ltd",2016-08-01,4
ALL,"Innovative Technology Lab Co., Ltd",2016-09-01,7
ALL,"Innovative Technology Lab Co., Ltd",2016-10-01,1
ALL,"Innovative Technology Lab Co., Ltd",2016-11-01,10
ALL,"Innovative Technology Lab Co., Ltd",2017-01-01,7
ALL,"Innovative Technology Lab Co., Ltd",2017-02-01,6
ALL,"Innovative Technology Lab Co., Ltd",2017-03-01,7
ALL,"Innovative Technology Lab Co., Ltd",2017-05-01,7
ALL,"Innovative Technology Lab Co., Ltd",2017-07-01,3
ALL,"Innovative Technology Lab Co., Ltd",2017-08-01,14
ALL,"Innovative Technology Lab Co., Ltd",2017-09-01,10
ALL,"Innovative Technology Lab Co., Ltd",2017-10-01,1
ALL,"Innovative Technology Lab Co., Ltd",2017-11-01,2
ALL,"Innovative Technology Lab Co., Ltd",2018-01-01,2
ALL,"Innovative Technology Lab Co., Ltd",2018-02-01,4
ALL,"Innovative Technology Lab Co., Ltd",2018-03-01,2
ALL,"Innovative Technology Lab Co., Ltd",2018-04-01,4
ALL,"Innovative Technology Lab Co., Ltd",2018-05-01,3
ALL,"Innovative Technology Lab Co., Ltd",2018-06-01,6
ALL,"Innovative Technology Lab Co., Ltd",2018-07-01,2
ALL,"Innovative Technology Lab Co., Ltd",2018-08-01,9
ALL,"Innovative Technology Lab Co., Ltd",2018-09-01,4
ALL,"Innovative Technology Lab Co., Ltd",2018-10-01,2
ALL,"Innovative Technology Lab Co., Ltd",2018-11-01,9
ALL,"Innovative Technology Lab Co., Ltd",2018-12-01,2
ALL,"Innovative Technology Lab Co., Ltd",2019-01-01,2
ALL,"Innovative Technology Lab Co., Ltd",2019-02-01,6
ALL,"Innovative Technology Lab Co., Ltd",2019-03-01,2
ALL,"Innovative Technology Lab Co., Ltd",2019-05-01,1
ALL,"Innovative Technology Lab Co., Ltd",2019-06-01,3
ALL,"Innovative Technology Lab Co., Ltd",2019-07-01,3
ALL,"Innovative Technology Lab Co., Ltd",2019-08-01,4
ALL,"Innovative Technology Lab Co., Ltd",2019-09-01,1
ALL,"Innovative Technology Lab Co., Ltd",2019-10-01,1
ALL,"Innovative Technology Lab Co., Ltd",2019-11-01,1
ALL,"Innovative Technology Lab Co., Ltd",2020-01-01,2
ALL,"Innovative Technology Lab Co., Ltd",2020-02-01,2
ALL,"Innovative Technology Lab Co., Ltd",2020-03-01,6
ALL,"Innovative Technology Lab Co., Ltd",2020-04-01,1
ALL,"Innovative Technology Lab Co., Ltd",2020-06-01,1
ALL,"Innovative Technology Lab Co., Ltd",2020-07-01,1
ALL,"Innovative Technology Lab Co., Ltd",2020-08-01,8
ALL,"Innovative Technology Lab Co., Ltd",2020-09-01,1
ALL,"Innovative Technology Lab Co., Ltd",2020-10-01,1
ALL,"Innovative Technology Lab Co., Ltd",2020-11-01,1
ALL,"Innovative Technology Lab Co., Ltd",2021-01-01,2
ALL,"Innovative Technology Lab Co., Ltd",2021-02-01,3
ALL,"Innovative Technology Lab Co., Ltd",2021-03-01,6
ALL,"Innovative Technology Lab Co., Ltd",2021-04-01,2
ALL,"Innovative Technology Lab Co., Ltd",2021-06-01,2
ALL,"Innovative Technology Lab Co., Ltd",2021-09-01,2
ALL,"Innovative Technology Lab Co., Ltd",2021-10-01,1
ALL,"Innovative Technology Lab Co., Ltd",2021-11-01,1
ALL,"Innovative Technology Lab Co., Ltd",2021-12-01,2
ALL,"Innovative Technology Lab Co., Ltd",2022-01-01,2
ALL,"Innovative Technology Lab Co., Ltd",2022-04-01,1
ALL,"Innovative Technology Lab Co., Ltd",2022-07-01,2
ALL,"Innovative Technology Lab Co., Ltd",2022-08-01,4
ALL,"Innovative Technology Lab Co., Ltd",2022-09-01,3
ALL,"Innovative Technology Lab Co., Ltd",2022-12-01,4
ALL,"Innovative Technology Lab Co., Ltd",2023-04-01,1
ALL,"Innovative Technology Lab Co., Ltd",2023-06-01,2
ALL,"Innovative Technology Lab Co., Ltd",2023-07-01,1
ALL,"Innovative Technology Lab Co., Ltd",2023-08-01,2
ALL,"Innovative Technology Lab Co., Ltd",2023-09-01,3
ALL,"Innovative Technology Lab Co., Ltd",2023-10-01,2
ALL,"Innovative Technology Lab Co., Ltd",2023-11-01,4
ALL,"Innovative Technology Lab Co., Ltd",2023-12-01,2
ALL,Institute for Information Industry,2010-06-01,4
ALL,Institute for Information Industry,2010-07-01,4
ALL,Institute for Information Industry,2010-09-01,4
ALL,Institute for Information Industry,2010-10-01,3
ALL,Institute for Information Industry,2011-06-01,2
ALL,Institute for Information Industry,2012-01-01,4
ALL,Institute for Information Industry,2013-01-01,1
ALL,Institute for Information Industry,2013-02-01,2
ALL,Institute for Information Industry,2013-04-01,4
ALL,Institute for Information Industry,2013-05-01,4
ALL,Institute for Information Industry,2013-08-01,2
ALL,Institute for Information Industry,2013-12-01,1
ALL,Institute for Information Industry,2014-06-01,1
ALL,Institute for Information Industry,2014-07-01,2
ALL,Institute for Information Industry,2014-08-01,6
ALL,Institute for Information Industry,2014-09-01,4
ALL,Institute for Information Industry,2015-03-01,3
ALL,Institute for Information Industry,2016-01-01,6
ALL,Institute for Information Industry,2016-03-01,2
ALL,Institute for Information Industry,2016-04-01,1
ALL,Institute for Information Industry,2016-07-01,2
ALL,Institute for Information Industry,2016-08-01,2
ALL,Institute for Information Industry,2016-10-01,2
ALL,Institute for Information Industry,2016-11-01,1
ALL,Institute for Information Industry,2017-05-01,1
ALL,Institute for Information Industry,2017-07-01,3
ALL,Institute for Information Industry,2018-03-01,6
ALL,Institute for Information Industry,2018-06-01,3
ALL,Institute for Information Industry,2018-07-01,3
ALL,Institute for Information Industry,2018-09-01,1
ALL,Institute for Information Industry,2018-10-01,3
ALL,Institute for Information Industry,2018-11-01,1
ALL,Institute for Information Industry,2019-03-01,10
ALL,Institute for Information Industry,2019-04-01,2
ALL,Institute for Information Industry,2019-08-01,12
ALL,Institute for Information Industry,2019-11-01,3
ALL,Institute for Information Industry,2020-01-01,3
ALL,Institute for Information Industry,2020-05-01,1
ALL,Institute for Information Industry,2020-06-01,1
ALL,Institute for Information Industry,2020-07-01,4
ALL,Institute for Information Industry,2021-01-01,1
ALL,Institute for Information Industry,2021-03-01,1
ALL,Institute for Information Industry,2022-01-01,1
ALL,Intel Corporation,1991-12-01,1
ALL,Intel Corporation,1992-11-01,16
ALL,Intel Corporation,1994-04-01,1
ALL,Intel Corporation,1994-06-01,1
ALL,Intel Corporation,1994-08-01,2
ALL,Intel Corporation,1994-09-01,1
ALL,Intel Corporation,1995-01-01,1
ALL,Intel Corporation,1995-03-01,16
ALL,Intel Corporation,1995-06-01,6
ALL,Intel Corporation,1995-08-01,25
ALL,Intel Corporation,1995-09-01,1
ALL,Intel Corporation,1995-10-01,2
